City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
595,Kambove,CD,60.85,broken clouds,-10.8764,26.5969,Couvant des soeurs catholiques
598,Biltine,TD,89.42,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
600,Sakakah,SA,71.17,light rain,29.9697,40.2064,Fakhamat Al Orjoana Apartment
606,Quang Ngai,VN,75.67,few clouds,15.1167,108.8,Central Hotel
607,Kibre Mengist,ET,60.3,light rain,5.8833,38.9833,kal beauty salone adola
609,Brenham,US,88.86,broken clouds,30.1669,-96.3977,Hampton Inn & Suites Brenham
611,Meadow Lake,US,67.68,clear sky,34.8014,-106.5436,TumbleWeed RV Park
614,Shingu,JP,62.65,broken clouds,33.7333,135.9833,Shingu UI Hotel
615,Byron Bay,AU,66.09,overcast clouds,-28.65,153.6167,Backpackers Inn
618,Mayo,US,82.2,clear sky,38.8876,-76.5119,Resorts Resource Group International
620,Rosita,NI,81.84,scattered clouds,13.9268,-84.4032,Hospedaje Zeledón
621,Ergani,TR,60.33,clear sky,38.2653,39.7621,Serkan Hotel
625,Modasa,IN,82.62,clear sky,23.4667,73.3,HOTEL SUN SHINE
626,Lipari,IT,61.32,clear sky,38.4674,14.954,Hotel Villa Diana Soc. Clelia Hunziker s.a.s.
627,Bud,US,80.62,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
629,Barranca,PE,70.36,few clouds,-10.75,-77.7667,El Olivar Hospedaje
630,Paita,PE,73.15,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
631,Kalulushi,ZM,61.0,few clouds,-12.8378,28.0919,Nobutula Lodge
632,Cumra,TR,60.94,clear sky,37.5732,32.7745,Catalhoyuk Hotel
634,Chahal,GT,86.47,broken clouds,15.75,-89.5667,HOTEL MY WONDERFUL DAYS
636,Prainha,BR,79.68,scattered clouds,-1.8,-53.48,Casa Rocha
637,Alice Springs,AU,60.35,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
638,Isangel,VU,77.31,overcast clouds,-19.55,169.2667,Tanna Lodge
639,Gorontalo,ID,75.22,scattered clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
641,Nara,JP,63.5,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
642,Kishapu,TZ,67.37,moderate rain,-3.6167,33.8667,Stage 2
644,La Palma,US,89.82,clear sky,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
647,Black River,JM,81.19,overcast clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
648,Hualmay,PE,71.58,clear sky,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
652,Manokwari,ID,77.74,broken clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
654,Diu,IN,82.33,clear sky,20.7141,70.9822,Hotel Relax Inn
655,Almeirim,BR,78.21,broken clouds,-1.5233,-52.5817,Ricácio Hotel
658,Manggar,ID,81.25,overcast clouds,-2.8833,108.2667,Guest Hotel
659,Kudahuvadhoo,MV,83.91,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
660,Rondonopolis,BR,83.97,overcast clouds,-16.4708,-54.6356,Serras Hotel
663,Marion,US,81.57,overcast clouds,39.7684,-86.1555,Hilton Garden Inn Indianapolis Downtown
664,Sturgeon Bay,US,71.56,clear sky,44.8342,-87.377,AmericInn by Wyndham Sturgeon Bay
665,Sarakhs,IR,68.14,scattered clouds,36.5449,61.1577,مهمان سرای شرکت گاز
666,Saint-Georges,GD,83.88,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
667,Salta,AR,75.79,clear sky,-24.7859,-65.4117,Hotel Alejandro I
669,Galle,LK,79.25,moderate rain,6.0367,80.217,Amangalla
672,Moses Lake,US,64.89,clear sky,47.1301,-119.2781,Ramada by Wyndham Moses Lake
674,Laurel,US,85.44,clear sky,39.0993,-76.8483,Days Inn & Suites by Wyndham Laurel Near Fort Meade
677,Iraan,US,86.14,clear sky,30.914,-101.8979,Mesa View Inn
678,Canning,IN,84.22,clear sky,22.3189,88.6714,Baccha Buro House
679,Banganapalle,IN,87.46,few clouds,15.3167,78.2333,Hotel salamth
680,Ures,MX,86.5,clear sky,29.4333,-110.4,Hacienda Quinta Napoles
682,Mahibadhoo,MV,83.86,scattered clouds,3.7833,72.9667,Omadhoo Inn
684,Lazaro Cardenas,MX,83.91,broken clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
685,Pimentel,PE,71.89,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
687,Laguna,US,80.31,broken clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
693,Waingapu,ID,76.05,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
695,Elk Plain,US,68.76,clear sky,47.0532,-122.3976,Loveland Mobile Estates
697,Zwedru,LR,75.11,moderate rain,6.0667,-8.1281,Elijah Worjloh
704,General Roca,AR,66.04,scattered clouds,-39.0333,-67.5833,Hotel El Recreo
705,Valinhos,BR,83.97,clear sky,-22.9706,-46.9958,Hotel Fonte Santa Tereza
707,Kanniyakumari,IN,82.26,few clouds,8.0833,77.5667,Sparsa Kanyakumari
708,Cap Malheureux,MU,75.47,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
710,Beohari,IN,83.77,broken clouds,24.05,81.3833,Shivanshu tiwari
711,Huron,US,81.86,overcast clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
712,Shache,CN,69.67,few clouds,38.4167,77.2406,Delong Hotel
713,Baoying,CN,60.84,overcast clouds,33.2292,119.3092,GreenTree Alliance Yangzhou Baoying Town Huaijiang Street East Taishan Road Hotel
